ID,ORF
1007597_1,Rv1741
1007599_1,Rv1743
1007601_1,Rv1745c
1007603_1,Rv1747
1007605_1,Rv1749c
1007607_1,Rv1751
1007621_1,Rv1765c
1007623_1,Rv1767
1007625_1,Rv1769
1007627_1,Rv1771
1007629_1,Rv1773c
1007631_1,Rv1775
1007645_1,Rv1789
1007647_1,Rv1791
1007649_1,Rv1793
1007651_1,Rv1795
1007653_1,Rv1797
1007655_1,Rv1799
1007669_1,Rv1813c
1007671_1,Rv1815
1007673_1,Rv1817
1007675_1,Rv1819c
1007677_1,Rv1821
1007679_1,Rv1823
1007981_1,Rv2125
1007983_1,Rv2127
1007985_1,Rv2129c
1007987_1,Rv2131c
1007989_1,Rv2133c
1007991_1,Rv2135c
1008005_1,Rv2149c
1008007_1,Rv2151c
1008009_1,Rv2153c
1008011_1,Rv2155c
1008013_1,Rv2157c
1008015_1,Rv2159c
1008029_1,Rv2173
1008031_1,Rv2175c
1008033_1,Rv2177c
1008035_1,Rv2179c
1008037_1,Rv2181
1008039_1,Rv2183c
1008053_1,Rv2197c
1008055_1,Rv2199c
1008057_1,Rv2201
1008059_1,Rv2203
1008061_1,Rv2205c
1008063_1,Rv2207
1008365_1,Rv2509
1008367_1,Rv2511
1008369_1,Rv2513
1008371_1,Rv2515c
1008373_1,Rv2517c
1008375_1,Rv2519
1008389_1,Rv2533c
1008391_1,Rv2535c
1008393_1,Rv2537c
1008395_1,Rv2539c
1008397_1,Rv2541
1008399_1,Rv2543
1008413_1,Rv2557
1008415_1,Rv2559c
1008417_1,Rv2561
1008419_1,Rv2563
1008421_1,Rv2565
1008423_1,Rv2567
1008437_1,Rv2581c
1008439_1,Rv2583c
1008441_1,Rv2585c
1008443_1,Rv2587c
1008445_1,Rv2589
1008447_1,Rv2591
1008749_1,Rv2893
1008751_1,Rv2895c
1008753_1,Rv2897c
1008755_1,Rv2899c
1008757_1,Rv2901c
1008759_1,Rv2903c
1008773_1,Rv2917
1008775_1,Rv2919c
1008777_1,Rv2921c
1008779_1,Rv2923c
1008781_1,Rv2925c
1008783_1,Rv2927c
1008797_1,Rv2941
1008799_1,Rv2943
1008801_1,Rv2945c
1008803_1,Rv2947c
1008805_1,Rv2949c
1008807_1,Rv2951c
1008821_1,Rv2965c
1008823_1,Rv2967c
1008825_1,Rv2969c
1008827_1,Rv2971
1008829_1,Rv2973c
1008831_1,Rv2975c
1009133_1,Rv3277
1009135_1,Rv3279c
1009137_1,Rv3281
1009139_1,Rv3283
1009141_1,Rv3285
1009143_1,Rv3287c
1009157_1,Rv3301c
1009159_1,Rv3303c
1009161_1,Rv3305c
1009163_1,Rv3307
1009165_1,Rv3309c
1009167_1,Rv3311
1009181_1,Rv3325
1009183_1,Rv3327
1009185_1,Rv3329
1009187_1,Rv3331
1009189_1,Rv3333c
1009191_1,Rv3335c
1009205_1,Rv3349c
1009207_1,Rv3351c
1009209_1,Rv3353c
1009211_1,Rv3355c
1009213_1,Rv3357
1009215_1,Rv3359
1009517_1,Rv3661
1009519_1,Rv3663c
1009521_1,Rv3665c
1009523_1,Rv3667
1009525_1,Rv3669
1009527_1,Rv3671c
1009541_1,Rv3685c
1009543_1,Rv3687c
1009545_1,Rv3689
1009547_1,Rv3691
1009549_1,Rv3693
1009551_1,Rv3695
1009565_1,Rv3709c
1009567_1,Rv3711c
1009569_1,Rv3713
1009571_1,Rv3715c
1009573_1,Rv3717
1009575_1,Rv3719
1009589_1,Rv3733c
1009591_1,Rv3735
1009593_1,Rv3737
1009595_1,Rv3739c
1009597_1,Rv3741c
1009599_1,Rv3743c
1009901_1,
1009903_1,Rv3343c
1009905_1,
1009907_1,
1009909_1,
1009911_1,
1009925_1,
1009927_1,
1009929_1,
1009931_1,
1009933_1,Rv0020c
1009935_1,
1009949_1,
1009951_1,
1009953_1,
1009955_1,
1009957_1,
1009959_1,
1009973_1,
1009975_1,Rv0980c
1009977_1,
1009979_1,
1009981_1,
1009983_1,
1010093_1,
1010095_1,
1010097_1,
1010099_1,Rv3514
1010101_1,
1010103_1,
1010117_1,
1010119_1,
1010121_1,
1010123_1,
1010125_1,
1010127_1,
1010141_1,
1010143_1,
1010145_1,
1010147_1,
1010149_1,
1010151_1,
1010165_1,
1010167_1,
1010169_1,
1010171_1,
1010173_1,
1010175_1,
1006157_1,Rv0301
1006159_1,Rv0303
1006161_1,Rv0305c
1006163_1,Rv0307c
1006165_1,Rv0309
1006167_1,Rv0311
1006181_1,Rv0325
1006183_1,Rv0327c
1006185_1,Rv0329c
1006187_1,Rv0331
1006189_1,Rv0333
1006191_1,Rv0335c
1006205_1,Rv0349
1006207_1,Rv0351
1006209_1,Rv0353
1006211_1,Rv0355c
1006213_1,Rv0357c
1006215_1,Rv0359
1006229_1,Rv0373c
1006231_1,Rv0375c
1006233_1,Rv0377
1006235_1,Rv0379
1006237_1,Rv0381c
1006239_1,Rv0383c
1006541_1,Rv0685
1006543_1,Rv0687
1006545_1,Rv0689c
1006547_1,Rv0691c
1006549_1,Rv0693
1006551_1,Rv0695
1006565_1,Rv0709
1006567_1,Rv0711
1006569_1,Rv0713
1006571_1,Rv0715
1006573_1,Rv0717
1006575_1,Rv0719
1006589_1,Rv0733
1006591_1,Rv0735
1006593_1,Rv0737
1006595_1,Rv0739
1006597_1,Rv0741
1006599_1,Rv0743c
1006613_1,Rv0757
1006615_1,Rv0759c
1006617_1,Rv0761c
1006619_1,Rv0763c
1006621_1,Rv0765c
1006623_1,Rv0767c
1006925_1,Rv1069c
1006927_1,Rv1071c
1006929_1,Rv1073
1006931_1,Rv1075c
1006933_1,Rv1077
1006935_1,Rv1079
1006949_1,Rv1093
1006951_1,Rv1095
1006953_1,Rv1097c
1006955_1,Rv1099c
1006957_1,Rv1101c
1006959_1,Rv1103c
1006973_1,Rv1117
1006975_1,Rv1119c
1006977_1,Rv1121
1006979_1,Rv1123c
1006981_1,Rv1125
1006983_1,Rv1127c
1006997_1,Rv1141c
1006999_1,Rv1143
1007001_1,Rv1145
1007003_1,Rv1147
1007005_1,Rv1149
1007007_1,Rv1151c
1007309_1,Rv1453
1007311_1,Rv1455
1007313_1,Rv1457c
1007315_1,Rv1459c
1007317_1,Rv1461
1007319_1,Rv1463
1007333_1,Rv1477
1007335_1,Rv1479
1007337_1,Rv1481
1007339_1,Rv1483
1007341_1,Rv1485
1007343_1,Rv1487
1007357_1,Rv1501
1007359_1,Rv1503c
1007361_1,Rv1505c
1007363_1,Rv1507c
1007365_1,Rv1509
1007367_1,Rv1511
1007381_1,Rv1525
1007383_1,Rv1527c
1007385_1,Rv1529
1007387_1,Rv1531
1007389_1,Rv1533
1007391_1,Rv1535
1007693_1,Rv1837c
1007695_1,Rv1839c
1007697_1,Rv1841c
1007699_1,Rv1843c
1007701_1,Rv1845c
1007703_1,Rv1847
1007717_1,Rv1861
1007719_1,Rv1863c
1007721_1,Rv1865c
1007723_1,Rv1867
1007725_1,Rv1869c
1007727_1,Rv1871c
1007741_1,Rv1885c
1007743_1,Rv1887
1007745_1,Rv1889c
1007747_1,Rv1891
1007749_1,Rv1893
1007751_1,Rv1895
1007765_1,Rv1909c
1007767_1,Rv1911c
1007769_1,Rv1913
1007771_1,Rv1915
1007773_1,Rv1917c
1007775_1,Rv1919c
1008077_1,Rv2221c
1008079_1,Rv2223c
1008081_1,Rv2225
1008083_1,Rv2227
1008085_1,Rv2229c
1008087_1,Rv2231c
1008101_1,Rv2245
1008103_1,Rv2247
1008105_1,Rv2249c
1008107_1,Rv2251
1008109_1,Rv2253
1008111_1,Rv2255c
1008125_1,Rv2269c
1008127_1,Rv2271
1008129_1,Rv2273
1008131_1,Rv2275
1008133_1,Rv2277c
1008135_1,Rv2279
1008149_1,Rv2293c
1008151_1,Rv2295
1008153_1,Rv2297
1008155_1,Rv2299c
1008157_1,Rv2301
1008159_1,Rv2303c
1008461_1,Rv2605c
1008463_1,Rv2607
1008465_1,Rv2609c
1008467_1,Rv2611c
1008469_1,Rv2613c
1008471_1,Rv2615c
1008485_1,Rv2629
1008487_1,Rv2631
1008489_1,Rv2633c
1008491_1,Rv2635
1008493_1,Rv2637
1008495_1,Rv2639c
1008509_1,Rv2653c
1008511_1,Rv2655c
1008513_1,Rv2657c
1008515_1,Rv2659c
1008517_1,Rv2661c
1008519_1,Rv2663
1008533_1,Rv2677c
1008535_1,Rv2679
1008537_1,Rv2681
1008539_1,Rv2683
1008541_1,Rv2685
1008543_1,Rv2687c
1008845_1,Rv2989
1008847_1,Rv2991
1008849_1,Rv2993c
1008851_1,Rv2995c
1008853_1,Rv2997
1008855_1,Rv2999
1008869_1,Rv3013
1008871_1,Rv3015c
1008873_1,Rv3017c
1008875_1,Rv3019c
1008877_1,Rv3021c
1008879_1,Rv3023c
1008893_1,Rv3037c
1008895_1,Rv3039c
1008897_1,Rv3041c
1008899_1,Rv3043c
1008901_1,Rv3045
1008903_1,Rv3047c
1008917_1,Rv3061c
1008919_1,Rv3063
1008921_1,Rv3065
1008923_1,Rv3067
1008925_1,Rv3069
1008927_1,Rv3071
1009229_1,Rv3373
1009231_1,Rv3375
1009233_1,Rv3377c
1009235_1,Rv3379c
1009237_1,Rv3381c
1009239_1,Rv3383c
1009253_1,Rv3397c
1009255_1,Rv3399
1009257_1,Rv3401
1009259_1,Rv3403c
1009261_1,Rv3405c
1009263_1,Rv3407
1009277_1,Rv3421c
1009279_1,Rv3423c
1009281_1,Rv3425
1009283_1,Rv3427c
1009285_1,Rv3429
1009287_1,Rv3431c
1009301_1,Rv3445c
1009303_1,Rv3447c
1009305_1,Rv3449
1009307_1,Rv3451
1009309_1,Rv3453
1009311_1,Rv3455c
1009613_1,Rv3757c
1009615_1,Rv3759c
1009617_1,Rv3761c
1009619_1,Rv3763
1009621_1,Rv3765c
1009623_1,Rv3767c
1009637_1,Rv3781
1009639_1,Rv3783
1009641_1,Rv3785
1009643_1,Rv3787c
1009645_1,Rv3789
1009647_1,Rv3791
1009661_1,Rv3805c
1009663_1,Rv3807c
1009665_1,Rv3809c
1009667_1,Rv3811
1009669_1,Rv3813c
1009671_1,Rv3815c
1009685_1,Rv3829c
1009687_1,Rv3831
1009689_1,Rv3833
1009691_1,Rv3835
1009693_1,Rv3837c
1009695_1,Rv3839
1009997_1,
1009999_1,
1010001_1,
1010003_1,
1010005_1,
1010007_1,
1010021_1,
1010023_1,
1010025_1,
1010027_1,
1010029_1,
1010031_1,
1010045_1,
1010047_1,
1010049_1,
1010051_1,
1010053_1,
1010055_1,
1010069_1,
1010071_1,
1010073_1,
1010075_1,
1010077_1,
1010079_1,
1005774_3,
1005776_3,
1005778_3,
1005780_3,
1005782_3,
1005784_3,
1005798_3,
1005800_3,
1005802_3,
1005804_3,
1005806_3,
1005808_3,
1005822_3,
1005824_3,
1005826_3,
1005828_3,
1005830_3,
1005832_3,
1005846_3,
1005848_3,
1005850_3,
1005852_3,
1005854_3,
1005856_3,
1006062_1,Rv0206c
1006064_1,Rv0208c
1006066_1,Rv0210
1006068_1,Rv0212c
1006070_1,Rv0214
1006072_1,Rv0216
1006086_1,Rv0230c
1006088_1,Rv0232
1006090_1,Rv0234c
1006092_1,Rv0236c
1006094_1,Rv0238
1006096_1,Rv0240
1006110_1,Rv0254c
1006112_1,Rv0256c
1006114_1,Rv0258c
1006116_1,Rv0260c
1006118_1,Rv0262c
1006120_1,Rv0264c
1006134_1,Rv0278c
1006136_1,Rv0280
1006138_1,Rv0282
1006140_1,Rv0284
1006142_1,Rv0286
1006144_1,Rv0288
1006446_1,Rv0590
1006448_1,Rv0592
1006450_1,Rv0594
1006452_1,Rv0596c
1006454_1,Rv0598c
1006456_1,Rv0600c
1006470_1,Rv0614
1006472_1,Rv0616c
1006474_1,Rv0618
1006476_1,Rv0620
1006478_1,Rv0622
1006480_1,Rv0624
1006494_1,Rv0638
1006496_1,Rv0640
1006498_1,Rv0642c
1006500_1,Rv0644c
1006502_1,Rv0646c
1006504_1,Rv0648
1006518_1,Rv0662c
1006520_1,Rv0664
1006522_1,Rv0666
1006524_1,Rv0668
1006526_1,Rv0670
1006528_1,Rv0672
1006830_1,Rv0974c
1006832_1,Rv0976c
1006834_1,Rv0978c
1006836_1,Rv0980c
1006838_1,Rv0982
1006840_1,Rv0984
1006854_1,Rv0998
1006856_1,Rv1000
1006858_1,Rv1002c
1006860_1,Rv1004c
1006862_1,Rv1006
1006864_1,Rv1008
1006878_1,Rv1022
1006880_1,Rv1024
1006882_1,Rv1026
1006884_1,Rv1028c
1006886_1,Rv1030
1006888_1,Rv1032c
1006902_1,Rv1046c
1006904_1,Rv1048c
1006906_1,Rv1050
1006908_1,Rv1052
1006910_1,Rv1054
1006912_1,Rv1056
1007214_1,Rv1358
1007216_1,Rv1360
1007218_1,Rv1362c
1007220_1,Rv1364c
1007222_1,Rv1366
1007224_1,Rv1368
1007238_1,Rv1382
1007240_1,Rv1384
1007242_1,Rv1386
1007244_1,Rv1388
1007246_1,Rv1390
1007248_1,Rv1392
1007262_1,Rv1406
1007264_1,Rv1408
1007266_1,Rv1410c
1007268_1,Rv1412
1007270_1,Rv1414
1007272_1,Rv1416
1007286_1,Rv1430
1007288_1,Rv1432
1007290_1,Rv1434
1007292_1,Rv1436
1007294_1,Rv1438
1007296_1,Rv1440
1007598_1,Rv1742
1007600_1,Rv1744c
1007602_1,Rv1746
1007604_1,Rv1748
1007606_1,Rv1750c
1007608_1,Rv1752
1007622_1,Rv1766
1007624_1,Rv1768
1007626_1,Rv1770
1007628_1,Rv1772
1007630_1,Rv1774
1007632_1,Rv1776c
1007646_1,Rv1790
1007648_1,Rv1792
1007650_1,Rv1794
1007652_1,Rv1796
1007654_1,Rv1798
1007656_1,Rv1800
1007670_1,Rv1814
1007672_1,Rv1816
1007674_1,Rv1818c
1007676_1,Rv1820
1007678_1,Rv1822
1007680_1,Rv1824
1007982_1,Rv2126c
1007984_1,Rv2128
1007986_1,Rv2130c
1007988_1,Rv2132
1007990_1,Rv2134c
1007992_1,Rv2136c
1008006_1,Rv2150c
1008008_1,Rv2152c
1008010_1,Rv2154c
1008012_1,Rv2156c
1008014_1,Rv2158c
1008016_1,Rv2160c
1008030_1,Rv2174
1008032_1,Rv2176
1008034_1,Rv2178c
1008036_1,Rv2180c
1008038_1,Rv2182c
1008040_1,Rv2184c
1008054_1,Rv2198c
1008056_1,Rv2200c
1008058_1,Rv2202c
1008060_1,Rv2204c
1008062_1,Rv2206
1008064_1,Rv2208
1008366_1,Rv2510c
1008368_1,Rv2512c
1008370_1,Rv2514c
1008372_1,Rv2516c
1008374_1,Rv2518c
1008376_1,Rv2520c
1008390_1,Rv2534c
1008392_1,Rv2536
1008394_1,Rv2538c
1008396_1,Rv2540c
1008398_1,Rv2542
1008400_1,Rv2544
1008414_1,Rv2558
1008416_1,Rv2560
1008418_1,Rv2562
1008420_1,Rv2564
1008422_1,Rv2566
1008424_1,Rv2568c
1008438_1,Rv2582
1008440_1,Rv2584c
1008442_1,Rv2586c
1008444_1,Rv2588c
1008446_1,Rv2590
1008448_1,Rv2592c
1008750_1,Rv2894c
1008752_1,Rv2896c
1008754_1,Rv2898c
1008756_1,Rv2900c
1008758_1,Rv2902c
1008760_1,Rv2904c
1008774_1,Rv2918c
1008776_1,Rv2920c
1008778_1,Rv2922c
1008780_1,Rv2924c
1008782_1,Rv2926c
1008784_1,Rv2928
1008798_1,Rv2942
1008800_1,Rv2944
1008802_1,Rv2946c
1008804_1,Rv2948c
1008806_1,Rv2950c
1008808_1,Rv2952
1008822_1,Rv2966c
1008824_1,Rv2968c
1008826_1,Rv2970c
1008828_1,Rv2972c
1008830_1,Rv2974c
1008832_1,Rv2976c
1009134_1,Rv3278c
1009136_1,Rv3280
1009138_1,Rv3282
1009140_1,Rv3284
1009142_1,Rv3286c
1009144_1,Rv3288c
1009158_1,Rv3302c
1009160_1,Rv3304
1009162_1,Rv3306c
1009164_1,Rv3308
1009166_1,Rv3310
1009168_1,Rv3312c
1009182_1,Rv3326
1009184_1,Rv3328c
1009186_1,Rv3330
1009188_1,Rv3332
1009190_1,Rv3334
1009192_1,Rv3336c
1009206_1,Rv3350c
1009208_1,Rv3352c
1009210_1,Rv3354
1009212_1,Rv3356c
1009214_1,Rv3358
1009216_1,Rv3360
1009518_1,Rv3662c
1009520_1,Rv3664c
1009522_1,Rv3666c
1009524_1,Rv3668c
1009526_1,Rv3670
1009528_1,Rv3672c
1009542_1,Rv3686c
1009544_1,Rv3688c
1009546_1,Rv3690
1009548_1,Rv3692
1009550_1,Rv3694c
1009552_1,Rv3696c
1009566_1,Rv3710
1009568_1,Rv3712
1009570_1,Rv3714c
1009572_1,Rv3716c
1009574_1,Rv3718c
1009576_1,Rv3720
1009590_1,Rv3734c
1009592_1,Rv3736
1009594_1,Rv3738c
1009596_1,Rv3740c
1009598_1,Rv3742c
1009600_1,Rv3744
1009902_1,
1009904_1,Rv3345c
1009906_1,
1009908_1,
1009910_1,Rv3507
1009912_1,
1009926_1,
1009928_1,
1009930_1,
1009932_1,
1009934_1,
1009936_1,
1009950_1,
1009952_1,
1009954_1,
1009956_1,
1009958_1,
1009960_1,
1009974_1,
1009976_1,
1009978_1,
1009980_1,
1009982_1,Rv1068c
1009984_1,
1010094_1,
1010096_1,
1010098_1,
1010100_1,Rv3514
1010102_1,
1010104_1,
1010118_1,
1010120_1,
1010122_1,
1010124_1,
1010126_1,
1010128_1,
1010142_1,
1010144_1,
1010146_1,
1010148_1,
1010150_1,
1010152_1,
1010166_1,
1010168_1,
1010170_1,
1010172_1,
1010174_1,
1010176_1,
1006158_1,Rv0302
1006160_1,Rv0304c
1006162_1,Rv0306
1006164_1,Rv0308
1006166_1,Rv0310c
1006168_1,Rv0312
1006182_1,Rv0326
1006184_1,Rv0328
1006186_1,Rv0330c
1006188_1,Rv0332
1006190_1,Rv0334
1006192_1,Rv0336
1006206_1,Rv0350
1006208_1,Rv0352
1006210_1,Rv0354c
1006212_1,Rv0356c
1006214_1,Rv0358
1006216_1,Rv0360c
1006230_1,Rv0374c
1006232_1,Rv0376c
1006234_1,Rv0378
1006236_1,Rv0380c
1006238_1,Rv0382c
1006240_1,Rv0384c
1006542_1,Rv0686
1006544_1,Rv0688
1006546_1,Rv0690c
1006548_1,Rv0692
1006550_1,Rv0694
1006552_1,Rv0696
1006566_1,Rv0710
1006568_1,Rv0712
1006570_1,Rv0714
1006572_1,Rv0716
1006574_1,Rv0718
1006576_1,Rv0720
1006590_1,Rv0734
1006592_1,Rv0736
1006594_1,Rv0738
1006596_1,Rv0740
1006598_1,Rv0742
1006600_1,Rv0744c
1006614_1,Rv0758
1006616_1,Rv0760c
1006618_1,Rv0762c
1006620_1,Rv0764c
1006622_1,Rv0766c
1006624_1,Rv0768
1006926_1,Rv1070c
1006928_1,Rv1072
1006930_1,Rv1074c
1006932_1,Rv1076
1006934_1,Rv1078
1006936_1,Rv1080c
1006950_1,Rv1094
1006952_1,Rv1096
1006954_1,Rv1098c
1006956_1,Rv1100
1006958_1,Rv1102c
1006960_1,Rv1104
1006974_1,Rv1118c
1006976_1,Rv1120c
1006978_1,Rv1122
1006980_1,Rv1124
1006982_1,Rv1126c
1006984_1,Rv1128c
1006998_1,Rv1142c
1007000_1,Rv1144
1007002_1,Rv1146
1007004_1,Rv1148c
1007006_1,Rv1150
1007008_1,Rv1152
1007310_1,Rv1454c
1007312_1,Rv1456c
1007314_1,Rv1458c
1007316_1,Rv1460
1007318_1,Rv1462
1007320_1,Rv1464
1007334_1,Rv1478
1007336_1,Rv1480
1007338_1,Rv1482c
1007340_1,Rv1484
1007342_1,Rv1486c
1007344_1,Rv1488
1007358_1,Rv1502
1007360_1,Rv1504c
1007362_1,Rv1506c
1007364_1,Rv1508c
1007366_1,Rv1510
1007368_1,Rv1512
1007382_1,Rv1526c
1007384_1,Rv1528c
1007386_1,Rv1530
1007388_1,Rv1532c
1007390_1,Rv1534
1007392_1,Rv1536
1007694_1,Rv1838c
1007696_1,Rv1840c
1007698_1,Rv1842c
1007700_1,Rv1844c
1007702_1,Rv1846c
1007704_1,Rv1848
1007718_1,Rv1862
1007720_1,Rv1864c
1007722_1,Rv1866
1007724_1,Rv1868
1007726_1,Rv1870c
1007728_1,Rv1872c
1007742_1,Rv1886c
1007744_1,Rv1888c
1007746_1,Rv1890c
1007748_1,Rv1892
1007750_1,Rv1894c
1007752_1,Rv1896c
1007766_1,Rv1910c
1007768_1,Rv1912c
1007770_1,Rv1914c
1007772_1,Rv1916
1007774_1,Rv1918c
1007776_1,Rv1920
1008078_1,Rv2222c
1008080_1,Rv2224c
1008082_1,Rv2226
1008084_1,Rv2228c
1008086_1,Rv2230c
1008088_1,Rv2232
1008102_1,Rv2246
1008104_1,Rv2248
1008106_1,Rv2250c
1008108_1,Rv2252
1008110_1,Rv2254c
1008112_1,Rv2256c
1008126_1,Rv2270
1008128_1,Rv2272
1008130_1,Rv2274c
1008132_1,Rv2276
1008134_1,Rv2278
1008136_1,Rv2280
1008150_1,Rv2294
1008152_1,Rv2296
1008154_1,Rv2298
1008156_1,Rv2300c
1008158_1,Rv2302
1008160_1,Rv2304c
1008462_1,Rv2606c
1008464_1,Rv2608
1008466_1,Rv2610c
1008468_1,Rv2612c
1008470_1,Rv2614c
1008472_1,Rv2616
1008486_1,Rv2630
1008488_1,Rv2632c
1008490_1,Rv2634c
1008492_1,Rv2636
1008494_1,Rv2638
1008496_1,Rv2640c
1008510_1,Rv2654c
1008512_1,Rv2656c
1008514_1,Rv2658c
1008516_1,Rv2660c
1008518_1,Rv2662
1008520_1,Rv2664
1008534_1,Rv2678c
1008536_1,Rv2680
1008538_1,Rv2682c
1008540_1,Rv2684
1008542_1,Rv2686c
1008544_1,Rv2688c
1008846_1,Rv2990c
1008848_1,Rv2992c
1008850_1,Rv2994
1008852_1,Rv2996c
1008854_1,Rv2998
1008856_1,Rv3000
1008870_1,Rv3014c
1008872_1,Rv3016
1008874_1,Rv3018c
1008876_1,Rv3020c
1008878_1,Rv3022c
1008880_1,Rv3024c
1008894_1,Rv3038c
1008896_1,Rv3040c
1008898_1,Rv3042c
1008900_1,Rv3044
1008902_1,Rv3046c
1008904_1,Rv3048c
1008918_1,Rv3062
1008920_1,Rv3064c
1008922_1,Rv3066
1008924_1,Rv3068c
1008926_1,Rv3070
1008928_1,Rv3072c
1009230_1,Rv3374
1009232_1,Rv3376
1009234_1,Rv3378c
1009236_1,Rv3380c
1009238_1,Rv3382c
1009240_1,Rv3384c
1009254_1,Rv3398c
1009256_1,Rv3400
1009258_1,Rv3402c
1009260_1,Rv3404c
1009262_1,Rv3406
1009264_1,Rv3408
1009278_1,Rv3422c
1009280_1,Rv3424c
1009282_1,Rv3426
1009284_1,Rv3428c
1009286_1,Rv3430c
1009288_1,Rv3432c
1009302_1,Rv3446c
1009304_1,Rv3448
1009306_1,Rv3450c
1009308_1,Rv3452
1009310_1,Rv3454
1009312_1,Rv3456c
1009614_1,Rv3758c
1009616_1,Rv3760
1009618_1,Rv3762c
1009620_1,Rv3764c
1009622_1,Rv3766
1009624_1,Rv3768
1009638_1,Rv3782
1009640_1,Rv3784
1009642_1,Rv3786c
1009644_1,Rv3788
1009646_1,Rv3790
1009648_1,Rv3792
1009662_1,Rv3806c
1009664_1,Rv3808c
1009666_1,Rv3810
1009668_1,Rv3812
1009670_1,Rv3814c
1009672_1,Rv3816c
1009686_1,Rv3830c
1009688_1,Rv3832c
1009690_1,Rv3834c
1009692_1,Rv3836
1009694_1,Rv3838c
1009696_1,Rv3840
1009998_1,
1010000_1,
1010002_1,
1010004_1,
1010006_1,
1010008_1,
1010022_1,Rv0278c
1010024_1,
1010026_1,
1010028_1,
1010030_1,
1010032_1,
1010046_1,
1010048_1,
1010050_1,
1010052_1,
1010054_1,
1010056_1,
1010070_1,
1010072_1,
1010074_1,
1010076_1,
1010078_1,
1010080_1,
